Sample Barcode,Sample Label,Freezer Name,Rack Name,Box Name,Filter Type (Conditional)
eLP_E01_21w_0002,eLP_E01_21w_0002,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_E01_21w_0004,eLP_E01_21w_0004,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_E01_21w_0009,eLP_E01_21w_0009,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_E01_21w_0010,eLP_E01_21w_0010,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_E01_21w_0012,eLP_E01_21w_0012,Kinnison lab (Murray),Additional Penobscot index filters + 4 boxes from machias,supor_2/6/25,Supor
eLP_E01_21w_0015,eLP_E01_21w_0015,Kinnison lab (Murray),Additional Penobscot index filters + 4 boxes from machias,supor_2/6/24,Supor
eLP_E01_21w_0019,eLP_E01_21w_0019,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_E01_21w_0020,eLP_E01_21w_0020,Kinnison lab (Murray),Additional Penobscot index filters + 4 boxes from machias,supor_2/6/24,Supor
eLP_E01_21w_0024,eLP_E01_21w_0024,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_E01_21w_0027,eLP_E01_21w_0027,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_E01_21w_0030,eLP_E01_21w_0030,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_E01_21w_0031,eLP_E01_21w_0031,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E01_21w_0034,eLP_E01_21w_0034,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E01_21w_0035,eLP_E01_21w_0035,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E01_21w_0043,eLP_E01_21w_0043,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E01_21w_0044,eLP_E01_21w_0044,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E01_21w_0048,eLP_E01_21w_0048,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E01_21w_0049,eLP_E01_21w_0049,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E01_21w_0052,eLP_E01_21w_0052,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E01_21w_0053,eLP_E01_21w_0053,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E01_21w_0055,eLP_E01_21w_0055,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E01_21w_0057,eLP_E01_21w_0057,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E01_21w_0060,eLP_E01_21w_0060,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E01_21w_0061,eLP_E01_21w_0061,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E01_21w_0064,eLP_E01_21w_0064,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E01_21w_0065,eLP_E01_21w_0065,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E01_21w_0072,eLP_E01_21w_0072,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_E01_21w_0074,eLP_E01_21w_0074,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_E01_21w_0077,eLP_E01_21w_0077,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_E01_21w_0078,eLP_E01_21w_0078,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_E01_21w_0081,eLP_E01_21w_0081,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_E01_21w_0082,eLP_E01_21w_0082,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_E01_21w_0087,eLP_E01_21w_0087,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E01_21w_0089,eLP_E01_21w_0089,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E01_21w_0092,eLP_E01_21w_0092,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E01_21w_0093,eLP_E01_21w_0093,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E01_21w_0096,eLP_E01_21w_0096,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E01_21w_0097,eLP_E01_21w_0097,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E01_21w_0102,eLP_E01_21w_0102,Maine-eDNA (Hitchner),Supor_Rack_2,supor2_2/17/23,Supor
eLP_E01_21w_0104,eLP_E01_21w_0104,Maine-eDNA (Hitchner),Supor_Rack_2,supor2_2/17/23,Supor
eLP_E01_21w_0107,eLP_E01_21w_0107,Maine-eDNA (Hitchner),Supor_Rack_2,supor2_2/17/23,Supor
eLP_E01_21w_0108,eLP_E01_21w_0108,Maine-eDNA (Hitchner),Supor_Rack_2,supor2_2/17/23,Supor
eLP_E01_21w_0111,eLP_E01_21w_0111,Maine-eDNA (Hitchner),Supor_Rack_2,supor2_2/17/23,Supor
eLP_E01_21w_0112,eLP_E01_21w_0112,Maine-eDNA (Hitchner),Supor_Rack_2,supor2_2/17/23,Supor
eLP_E01_22w_0002,eLP_E01_22w_0002,Kinnison lab (Murray),Additional Penobscot Index Filters +4 Boxes From Machias,Supor_1-27-23,Supor
eLP_E01_22w_0005,eLP_E01_22w_0005,Kinnison lab (Murray),Additional Penobscot Index Filters +4 Boxes From Machias,Supor_1-27-23,Supor
eLP_E01_22w_0009,eLP_E01_22w_0009,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_1/27/23,Supor
eLP_E01_22w_0010,eLP_E01_22w_0010,Kinnison lab (Murray),Additional Penobscot Index Filters + 4 Boxes from Machias,eLP_E01_22w_0010,Supor
eLP_E01_22w_0012,eLP_E01_22w_0012,Kinnison lab (Murray),Additional Penobscot Index Filters + 4 Boxes from Machias,Supor_1-27-23,Supor
eLP_E01_22w_0015,eLP_E01_22w_0015,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_1/27/23,Supor
eLP_E01_22w_0019,eLP_E01_22w_0019,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_1/27/23,Supor
eLP_E01_22w_0020,eLP_E01_22w_0020,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_1/27/23,Supor
eLP_E01_22w_0024,eLP_E01_22w_0024,Kinnison lab (Murray),Additional Penobscot Index Filters + 4 Boxes from Machias,Supor_1-27-23,Supor
eLP_E01_22w_0025,eLP_E01_22w_0025,Kinnison lab (Murray),Additional Penobscot Index Filters + 4 Boxes from Machias,Supor_1-27-23,Supor
eLP_E01_22w_0045,eLP_E01,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_3/27/23,Supor
eLP_E01_22w_0047,eLP_E01,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_3/27/23,Supor
eLP_E01_22w_0050,eLP_E01,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_3/27/23,Supor
eLP_E01_22w_0051,eLP_E01,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_3/27/23,Supor
eLP_E01_22w_0053,eLP_E01,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_3/27/23,Supor
eLP_E01_22w_0054,eLP_E01,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_3/27/23,Supor
eLP_E01_22w_0060,eLP_E01,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_3/27/23,Supor
eLP_E01_22w_0062,eLP_E01,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_3/27/23,Supor
eLP_E01_22w_0065,eLP_E01,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_3/27/23,Supor
eLP_E01_22w_0066,eLP_E01,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_3/27/23,Supor
eLP_E01_22w_0069,eLP_E01,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_3/27/23,Supor
eLP_E01_22w_0070,eLP_E01,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_3/27/23,Supor
eLP_E01_23w_0004,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_4/17/23,Supor
eLP_E01_23w_0006,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_4/17/23,Supor
eLP_E01_23w_0009,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_4/17/23,Supor
eLP_E04_21w_0002,eLP_E04_21w_0002,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_E04_21w_0005,eLP_E04_21w_0005,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_E04_21w_0009,eLP_E04_21w_0009,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_E04_21w_0010,eLP_E04_21w_0010,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_E04_21w_0012,eLP_E04_21w_0012,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_E04_21w_0015,eLP_E04_21w_0015,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_E04_21w_0019,eLP_E04_21w_0019,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_E04_21w_0020,eLP_E04_21w_0020,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_E04_21w_0045,eLP_E04_21w_0045,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E04_21w_0047,eLP_E04_21w_0047,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E04_21w_0050,eLP_E04_21w_0050,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E04_21w_0051,eLP_E04_21w_0051,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E04_21w_0055,eLP_E04_21w_0055 ,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_2/17/23,Supor
eLP_E04_21w_0060,eLP_E04_21w_0060,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E04_21w_0062,eLP_E04_21w_0062,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E04_21w_0065,eLP_E04_21w_0065,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E04_21w_0066,eLP_E04_21w_0066,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E04_21w_0069,eLP_E04_21w_0069,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E04_21w_0070,eLP_E04_21w_0070,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E04_21w_0099,eLP_E04_21w_0099,Maine-eDNA (Hitchner),Supor_Rack_2,supor2_2/17/23,Supor
eLP_E04_21w_0102,eLP_E04_21w_0102,Maine-eDNA (Hitchner),Supor_Rack_2,supor2_2/17/23,Supor
eLP_E04_21w_0106,eLP_E04_21w_0106,Maine-eDNA (Hitchner),Supor_Rack_2,supor2_2/17/23,Supor
eLP_E04_21w_0107,eLP_E04_21w_0107,Maine-eDNA (Hitchner),Supor_Rack_2,supor2_2/17/23,Supor
eLP_E04_21w_0148,eLP_E04_21w_0148,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E04_21w_0150,eLP_E04_21w_0150,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E04_21w_0153,eLP_E04_21w_0153,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E04_21w_0154,eLP_E04_21w_0154,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E04_21w_0157,eLP_E04_21w_0157,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E04_21w_0158,eLP_E04_21w_0158,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_E04_21w_0160,eLP_E04_21w_0160,Maine-eDNA (Hitchner),Supor_Rack_2,supor2_2/17/23,Supor
eLP_E04_21w_0162,eLP_E04_21w_0162,Maine-eDNA (Hitchner),Supor_Rack_2,supor2_2/17/23,Supor
eLP_E04_21w_0165,eLP_E04_21w_0165,Maine-eDNA (Hitchner),Supor_Rack_2,supor2_2/17/23,Supor
eLP_E04_21w_0166,eLP_E04_21w_0166,Maine-eDNA (Hitchner),Supor_Rack_2,supor2_2/17/23,Supor
eLP_E04_21w_0169,eLP_E04_21w_0169,Maine-eDNA (Hitchner),Supor_Rack_2,supor2_2/17/23,Supor
eLP_E04_21w_0170,eLP_E04_21w_0170,Maine-eDNA (Hitchner),Supor_Rack_2,supor2_2/17/23,Supor
eLP_E04_22w_0002,eLP_E04_22w_0002,Kinnison lab (Murray),Additional Penobscot Index Filters +4 Boxes From Machias,Supor_1-27-23,Supor
eLP_E04_22w_0005,eLP_E04_22w_0005,Kinnison lab (Murray),Additional Penobscot Index Filters +4 Boxes From Machias,Supor_1-27-23,Supor
eLP_E04_22w_0009,eLP_E04_22w_0009,Kinnison lab (Murray),Additional Penobscot Index Filters +4 Boxes From Machias,Supor_1-27-23,Supor
eLP_E04_22w_0010,eLP_E04_22w_0010,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_1/27/23,Supor
eLP_E04_22w_0012,eLP_E04_22w_0012,Kinnison lab (Murray),Additional Penobscot Index Filters + 4 Boxes from Machias,Supor_1-27-23,Supor
eLP_E04_22w_0014,eLP_E04_22w_0014,Kinnison lab (Murray),Additional Penobscot Index Filters + 4 Boxes from Machias,Supor_1-27-23,Supor
eLP_E04_22w_0017,eLP_E04_22w_0017,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_1/27/23,Supor
eLP_E04_22w_0018,eLP_E04_22w_0018,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_1/27/23,Supor
eLP_E04_22w_0021,eLP_E04_22w_0021,Kinnison lab (Murray),Additional Penobscot Index Filters + 4 Boxes from Machias,Supor_1-27-23,Supor
eLP_E04_22w_0022,eLP_E04_22w_0022,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_1/27/23,Supor
eLP_E04_22w_0027,eLP_E04,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_3/27/23,Supor
eLP_E04_22w_0029,eLP_E04,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_3/27/23,Supor
eLP_E04_22w_0032,eLP_E04,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_3/27/23,Supor
eLP_E04_22w_0033,eLP_E04,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_3/27/23,Supor
eLP_E04_22w_0072,eLP_E04,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_3/27/23,Supor
eLP_E04_22w_0074,eLP_E04,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_3/27/23,Supor
eLP_E04_22w_0077,eLP_E04,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_3/27/23,Supor
eLP_E04_22w_0080,eLP_E04,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_3/27/23,Supor
eLP_E04_23w_0003,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_4/17/23,Supor
eLP_E04_23w_0005,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_4/17/23,Supor
eLP_E04_23w_0009,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_4/17/23,Supor
eLP_E04_23w_0010,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_4/17/23,Supor
eLP_L02_21w_0004,eLP_L02_21w_0004,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_L02_21w_0008,eLP_L02_21w_0008,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_L02_21w_0009,eLP_L02_21w_0009,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_L02_21w_0011,eLP_L02_21w_0011,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_L02_21w_0016,eLP_L02_21w_0016,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_L02_21w_0020,eLP_L02_21w_0020,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_L02_21w_0021,eLP_L02_21w_0021,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_L02_21w_0025,eLP_L02_21w_0025,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_L02_21w_0029,eLP_L02_21w_0029,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_L02_21w_0030,eLP_L02_21w_0030,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_L02_21w_0035,eLP_L02_21w_0035 ,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_2/17/23,Supor
eLP_L02_21w_0037,eLP_L02_21w_0037 ,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_2/17/23,Supor
eLP_L02_21w_0040,eLP_L02_21w_0040 ,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_2/17/23,Supor
eLP_L02_21w_0041,eLP_L02_21w_0041 ,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_2/17/23,Supor
eLP_L02_21w_0044,eLP_L02_21w_0044 ,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_2/17/23,Supor
eLP_L02_21w_0045,eLP_L02_21w_0045,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_L02_21w_0053,eLP_L02_21w_0053,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_L02_21w_0055,eLP_L02_21w_0055,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_L02_21w_0058,eLP_L02_21w_0058,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_L02_21w_0059,eLP_L02_21w_0059,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_L02_21w_0061,eLP_L02_21w_0061,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_L02_21w_0063,eLP_L02_21w_0063,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_L02_21w_0068,eLP_L02_21w_0068,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_L02_21w_0070,eLP_L02_21w_0070,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_L02_21w_0073,eLP_L02_21w_0073,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_L02_21w_0074,eLP_L02_21w_0074,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_L02_21w_0077,eLP_L02_21w_0077,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_L02_21w_0078,eLP_L02_21w_0078,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_L02_21w_0083,eLP_L02_21w_0083,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_L02_21w_0085,eLP_L02_21w_0085,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_L02_21w_0087,eLP_L02_21w_0087,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_L02_21w_0089,eLP_L02_21w_0089,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_L02_21w_0092,eLP_L02_21w_0092,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_L02_21w_0093,eLP_L02_21w_0093,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/6/23,Supor
eLP_L02_21w_0098,eLP_L02_21w_0098,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_L02_21w_0100,eLP_L02_21w_0100,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_L02_21w_0103,eLP_L02_21w_0103,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_L02_21w_0104,eLP_L02_21w_0104,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_L02_21w_0107,eLP_L02_21w_0107,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_L02_21w_0108,eLP_L02_21w_0108,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_L02_21w_0145,eLP_L02_21w_0145,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_L02_21w_0148,eLP_L02_21w_0148,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_L02_21w_0149,eLP_L02_21w_0149,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_L02_21w_0152,eLP_L02_21w_0152,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_L02_21w_0153,eLP_L02_21w_0153,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_L02_21w_0155,eLP_L02_21w_0155,Maine-eDNA (Hitchner),Supor_Rack_2,supor_2/17/23,Supor
eLP_L02_22w_0002,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_4/17/23,Supor
eLP_L02_22w_0004,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_4/17/23,Supor
eLP_L02_22w_0007,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_4/17/23,Supor
eLP_L02_22w_0008,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_4/17/23,Supor
eLP_L02_22w_0011,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_4/17/23,Supor
eLP_L02_22w_0012,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_4/17/23,Supor
eLP_L02_22w_0019,eLP_L02_22w_0019,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_1/27/23,Supor
eLP_L02_22w_0022,eLP_L02_22w_0022,Kinnison lab (Murray),Additional Penobscot Index Filters +4 Boxes From Machias,Supor_1-27-23,Supor
eLP_L02_22w_0023,eLP_L02_22w_0023,Kinnison lab (Murray),Additional Penobscot Index Filters + 4 Boxes from Machias,Supor_1-27-23,Supor
eLP_L02_22w_0026,eLP_L02_22w_0026,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_1/27/23,Supor
eLP_L02_22w_0033,eLP_L02,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_3/27/23,Supor
